"dim1";"dim2";"document";"topic"
18,1546262961127;-4,55208260059528;"Appel M., Schreiner C.(2014). Digital dementia? Myths and scientific evidence concerning the effect of internet use [Digitale Demenz? Mythen und wissenschaftliche Befundlage zur Auswirkung von Internetnutzung]. Psychologische Rundschau";"internet, addict, adolesc, gender, femal"
5,70632549692978;9,84706841902037;"Lyons E.J., Tate D.F., Ward D.S., Ribisl K.M., Bowling J.M., Kalyanaraman S.(2014). Engagement, enjoyment, and energy expenditure during active video game play. Health Psychology";"model, influenc, blog, factor, perceiv"
-5,90378421901477;9,33668246762794;"Shim W., Park J.-I.(2013). Virtual stamping to arouse interest using augmented reality. Proceedings - 2013 International Conference on Culture and Computing, Culture and Computing 2013";"mobil, technologi, peopl, young, live"
-6,26031832050523;-8,87361096593976;"Botturi L., Bramani C., Corbino S.(2014). Digital storytelling for social and international development: From special education to vulnerable children. International Journal of Arts and Technology";"digit, media, narr, literaci, practic"
-0,911752714604565;3,68459265883544;"Garzotto F.(2014). Interactive storytelling for children: A survey. International Journal of Arts and Technology";"design, method, review, system, valu"
4,38769031723892;6,28124135257312;"Chang S.-M., Lin S.S.J.(2014). Team knowledge with motivation in a successful MMORPG game team: A case study. Computers and Education";"model, influenc, blog, factor, perceiv"
-4,89762703768546;8,13768495700647;"Palazzo M.G.(2014). Cyberspace discourse practices of the young aesthetics and subjectivity in a blog case [Pr<U+00A0>cticas discursivas juveniles del ciberespacio. Est<U+0082>tica y subjetividad en el caso de un blog]. Tonos Digital";"mobil, technologi, peopl, young, live"
-16,5298991550924;0,860498062141957;"Florini S.(2014). Tweets, tweeps, and signifyin': Communication and cultural performance on ""black twitter"". Television and New Media";"social, media, sns, network, facebook"
5,14982043037657;15,5590399127784;"De Larios M., Lang J.T.(2014). Pluralistic ignorance in virtually assembled peers: The case of World of Warcraft. Games and Culture";"virtual, avatar, world, experi, environ"
-6,26318081082738;-12,591282512018;"Klopp T.J., Rule A.C., Schneider J.S., Boody R.M.(2014). Computer Technology-Integrated Projects Should not Supplant Craft Projects in Science Education. International Journal of Science Education";"art, creativ, technologi, project, develop"
4,69959640979369;1,14962951470077;"Packer J.(2014). What makes an orc? Racial cosmos and emergent narrative in World of Warcraft. Games and Culture";"game, plai, mmo, examin, analys"
-18,5618198416671;2,48157457395285;"Chiou W.-B., Chen S.-W., Liao D.-C.(2014). Does facebook promote self-Interest? Enactment of indiscriminate one-to-many communication on online social networking sites decreases prosocial behavior. Cyberpsychology, Behavior, and Social Networking";"social, media, sns, network, facebook"
8,25691839600795;-0,732188337344186;"Dindar M., Akbulut Y.(2014). Motivational characteristics of Turkish MMORPG players. Computers in Human Behavior";"game, plai, mmo, examin, analys"
-16,2975962419859;0,296547488596815;"Elliott L.J., Polyakova V.(2014). Beyond Facebook: The generalization of social networking site measures. Computers in Human Behavior";"social, media, sns, network, facebook"
-7,12326339611153;-9,06068045677148;"Marner A., <U+0099>rtegren H.(2014). Education through digital art about art. International Journal of Education Through Art";"digit, media, narr, literaci, practic"
4,65676252949421;16,4406833217602;"De Leo G., Diggs L.A., Radici E., Mastaglio T.W.(2014). Measuring sense of presence and user characteristics to predict effective training in an online simulated virtual environment. Simulation in Healthcare";"problem, associ, person, predict, posit, emot"
-6,28412287880173;8,21715103681552;"Burland K., Magee W.(2014). Developing identities using music technology in therapeutic settings. Psychology of Music";"mobil, technologi, peopl, young, live"
17,0456493059213;-3,82705578010683;"Martey R.M., Stromer-Galley J., Banks J., Wu J., Consalvo M.(2014). The strategic female: Gender-switching and player behavior in online games. Information Communication and Society";"internet, addict, adolesc, gender, femal"
-10,1806924873067;-3,97752476045803;"Pantano E., Corvello V.(2014). Tourists' acceptance of advanced technology-based innovations for promoting arts and culture. International Journal of Technology Management";"cultur, museum, commun, inform, histor"
-12,1391408741299;-5,68899611956479;"Martini P.(2013). Anno 2013 Museinrete. An anniversary, seventy museums, a shared project [Anno 2013MusEInrete. Un anniversario, settanta musei, un progetto condiviso]. Arte Cristiana";"cultur, museum, commun, inform, histor"
14,1371903367073;4,96378580496147;"Norris A.E., Weger H., Bullinger C., Bowers A.(2014). Quantifying engagement: Measuring player involvement in human-avatar interactions. Computers in Human Behavior";"problem, associ, person, predict, posit, emot"
11,8115570330027;9,34796428341165;"McDermott A.F., Bavelier D., Green C.S.(2014). Memory abilities in action video game players. Computers in Human Behavior";"perform, cognit, particip, experi, task"
4,52818184093091;8,85571644899959;"Goode S., Kartas A.(2014). Exploring software piracy as a factor of video game console adoption. Behaviour and Information Technology";"model, influenc, blog, factor, perceiv"
3,94644369542071;-6,04366772665888;"<U+0099>rnek M.A.(2013). Exploring the potential uses of computer games in landscape architecture education. A/Z ITU Journal of the Faculty of Architecture";"learn, educ, design, develop, environ"
-2,54537950315879;0,491416949689915;"Liang T.-H., Huang Y.-M.(2013). An investigation of reading rate patterns and retrieval outcomes of elementary school students with E-books. Educational Technology and Society";"child, read, activ, text, electron"
2,38637865519541;-1,91662415858999;"Shah M., Foster A.(2013). Undertaking an ecological approach to advance game-based learning: A case study. Educational Technology and Society";"learn, educ, design, develop, environ"
0,697153519495171;-1,54564736395233;"Li L.-Y., Fan C.-Y., Huang D.-W., Chen G.-D.(2013). The effects of the E-book system with the reading guidance and the annotation map on the reading performance of college students. Educational Technology and Society";"learn, educ, design, develop, environ"
3,26699277804864;5,03416679022101;"Nauroth P., Gollwitzer M., Bender J., Rothmund T.(2014). Gamers against science: The case of the violent video games debate. European Journal of Social Psychology";"design, method, review, system, valu"
21,9280651581211;6,6293965636825;"Przybylski A.K., Rigby C.S., Deci E.L., Ryan R.M.(2014). Competence-impeding electronic games and players' aggressive feelings, thoughts, and behaviors. Journal of Personality and Social Psychology";"game, plai, violent, aggress, behavior"
-3,33747306778791;-12,6530057356521;"Dikici A.(2009). An application of digital portfolio with the peer, self and instructor assessments in art education. Egitim Arastirmalari - Eurasian Journal of Educational Research";"student, teach, school, educ, classroom"
-1,77501162252645;1,78869153357106;"Choo H., Sim T., Liau A.K.F., Gentile D.A., Khoo A.(2015). Parental Influences on Pathological Symptoms of Video-Gaming Among Children and Adolescents: A Prospective Study. Journal of Child and Family Studies";"child, read, activ, text, electron"
-10,0403139673354;1,81062046252512;"Khoon L.C., Ramaiah C.K.(2014). Design and development of web-based online exhibitions. DESIDOC Journal of Library and Information Technology";"cultur, museum, commun, inform, histor"
11,8368284279497;9,15492211642428;"Reynolds J.E., Thornton A.L., Lay B.S., Braham R., Rosenberg M.(2014). Does movement proficiency impact on exergaming performance?. Human Movement Science";"perform, cognit, particip, experi, task"
-20,0589152007632;4,6172492374715;"Bronstein J.(2014). Creating possible selves: Information disclosure behaviour on social networks. Information Research";"social, media, sns, network, facebook"
11,859902006994;-0,849089125083307;"Lu L., Shen C., Williams D.(2014). Friending your way up the ladder: Connecting massive multiplayer online game behaviors with offline leadership. Computers in Human Behavior";"onlin, social, commun, ident, offlin"
-11,8306215654042;-2,88692903782052;"Carreras C., Mancini F.(2014). A story of great expectations: Past and present of online/virtual exhibitions. DESIDOC Journal of Library and Information Technology";"cultur, museum, commun, inform, histor"
2,3638136156737;-6,58782875586911;"Chen Z.-H.(2014). Exploring students' behaviors in a competition-driven educational game. Computers in Human Behavior";"learn, educ, design, develop, environ"
5,42297145784039;15,5451130132643;"Cacioli J.-P., Mussap A.J.(2014). Avatar body dimensions and men's body image. Body Image";"onlin, social, commun, ident, offlin"
10,7232743477987;2,86760647799662;"Christou G.(2014). The interplay between immersion and appeal in video games. Computers in Human Behavior";"game, plai, mmo, examin, analys"
-22,9799977692376;2,0013729081161;"De-Marcos L., Dom<U+00A1>nguez A., Saenz-De-Navarrete J., Pag<U+0082>s C.(2014). An empirical study comparing gamification and social networking on e-learning. Computers and Education";"social, media, sns, network, facebook"
16,5880965731926;-6,49071088152428;"Drabowicz T.(2014). Gender and digital usage inequality among adolescents: A comparative study of 39 countries. Computers and Education";"internet, addict, adolesc, gender, femal"
-13,9831303350674;3,47094752816608;"Cvetkovski T.(2014). The farcical side to the war on media piracy: A popular case of Divine Comedy?. Media, Culture and Society";"mobil, technologi, peopl, young, live"
3,03165500594989;16,9525307014447;"Lin H., Wang H.(2014). Avatar creation in virtual worlds: Behaviors and motivations. Computers in Human Behavior";"virtual, avatar, world, experi, environ"
11,2426806078862;-1,83460092593282;"Domahidi E., Festl R., Quandt T.(2014). To dwell among gamers: Investigating the relationship between social online game use and gaming-related friendships. Computers in Human Behavior";"onlin, social, commun, ident, offlin"
2,92003705271719;-4,97937124130765;"Voulgari I., Komis V., Sampson D.G.(2014). Learning outcomes and processes in massively multiplayer online games: Exploring the perceptions of players. Educational Technology Research and Development";"learn, educ, design, develop, environ"
-15,5615726151008;-0,332682934734698;"Rudat A., Buder J., Hesse F.W.(2014). Audience design in Twitter: Retweeting behavior between informational value and followers' interests. Computers in Human Behavior";"cultur, museum, commun, inform, histor"
-3,5763296622332;-7,64373779994569;"Sudzina F., Razmerita L., Kirchner K.(2014). Educational on-line gaming propensity: An exploratory study. New Educational Review";"student, teach, school, educ, classroom"
-18,2080262246618;-7,08003005107657;"Iivari N., Kinnula M., Kuure L., Molin-Juustila T.(2014). Video diary as a means for data gathering with children - Encountering identities in the making. International Journal of Human Computer Studies";"video, imag, content, visual, analys"
10,6063101964358;1,68788403043779;"Domahidi E., Quandt T.(2015). <U+0093>And all of a sudden my life was gone<U+0085><U+0094>: A biographical analysis of highly engaged adult gamers. New Media and Society";"virtual, avatar, world, experi, environ"
1,36068272647542;-1,34022027159413;"Evain C., De Marco C.(2014). Reading with a difference: EZoomBook and MyGame-4. Publishing Research Quarterly";"design, method, review, system, valu"
3,09538858247225;16,5536141289953;"Weger U.W., Loughnan S.(2014). Virtually numbed: Immersive video gaming alters real-life experience. Psychonomic Bulletin and Review";"virtual, avatar, world, experi, environ"
5,23829776783807;9,69738313257332;"Rezaei S., Ghodsi S.S.(2014). Does value matters in playing online game? An empirical study among massively multiplayer online role-playing games (MMORPGs). Computers in Human Behavior";"model, influenc, blog, factor, perceiv"
11,7879126566057;-0,959370782569483;"Holz Ivory A., Fox J., Franklin Waddell T., Ivory J.D.(2014). Sex role stereotyping is hard to kill: A field experiment measuring social responses to user characteristics and behavior in an online multiplayer first-person shooter game. Computers in Human Behavior";"onlin, social, commun, ident, offlin"
-1,74050617271941;-0,937116898031565;"Ciampa K.(2012). ICANREAD: The effects of an online reading program on grade 1 students' engagement and comprehension strategy use. Journal of Research on Technology in Education";"child, read, activ, text, electron"
-19,012115547681;-5,155342779132;"Konkova E., G<f6>ker A., Butterworth R., MacFarlane A.(2014). Social tagging:Exploring the image,the tags,and the Game. Knowledge Organization";"video, imag, content, visual, analys"
-3,98452765824495;10,0480790812934;"Shuter R., Chattopadhyay S.(2014). A cross-national study of cultural values and contextual norms of mobile phone activity. Journal of Multicultural Discourses";"mobil, technologi, peopl, young, live"
-12,4011217915142;-8,21637242013261;"Kim G.(2014). When schoolgirls met Bertolt Brecht: Popular mobilisation of grassroots online videos by Korea's unknown people. Critical Arts";"art, creativ, technologi, project, develop"
-11,7211281892429;-10,4186292112581;"Hanna J., Jorge C., Nisi V., Nunes N., Caldeira M., Innella G., Marinho A.(2014). Island stories: The madeira story generator project. New Writing";"art, creativ, technologi, project, develop"
4,51556973654076;-6,19281329406456;"Starks K.(2014). Cognitive behavioral game design: A unified model for designing serious games. Frontiers in Psychology";"learn, educ, design, develop, environ"
0,632623785901336;2,18233265399778;"Mascio T.D., Gennari R., Melonio A., Vittorini P.(2013). Designing games for deaf children: First guidelines. International Journal of Technology Enhanced Learning";"design, method, review, system, valu"
0,687133189320452;-10,2910741636387;"Akcaoglu M., Koehler M.J.(2014). Cognitive outcomes from the Game-Design and Learning (GDL) after-school program. Computers and Education";"student, teach, school, educ, classroom"
0,665777663545683;-7,00027235708233;"Chen J.J., Yang S.C.(2014). Fostering foreign language learning through technology-enhanced intercultural projects. Language Learning and Technology";"learn, educ, design, develop, environ"
-16,5928074947714;-0,129914052298952;"Fuchs C.(2014). Digital prosumption labour on social media in the context of the capitalist regime of time. Time & Society";"social, media, sns, network, facebook"
14,8528418708663;-6,56701385692193;"Silva K.S., Da Silva Lopes A., Dumith S.C., Garcia L.M.T., Bezerra J., Nahas M.V.(2014). Changes in television viewing and computers/videogames use among high school students in Southern Brazil between 2001 and 2011. International Journal of Public Health";"student, teach, school, educ, classroom"
11,6177180532002;7,82394173478952;"Collins E., Freeman J.(2014). Video game use and cognitive performance: Does it vary with the presence of problematic video game use?. Cyberpsychology, Behavior, and Social Networking";"perform, cognit, particip, experi, task"
19,7586525294088;8,40031171033561;"Liu H.-J., Shiue Y.-C.(2014). Influence of Facebook game players' behavior on flow and purchase intention. Social Behavior and Personality";"game, plai, violent, aggress, behavior"
11,6630634002676;-1,2988186675906;"Kowert R., Festl R., Quandt T.(2014). Unpopular, overweight, and socially inept: Reconsidering the stereotype of online gamers. Cyberpsychology, Behavior, and Social Networking";"onlin, social, commun, ident, offlin"
-0,539464955560959;-12,9479461451688;"Lysenko L.V., Abrami P.C.(2014). Promoting reading comprehension with the use of technology. Computers and Education";"student, teach, school, educ, classroom"
6,03529397583899;-8,38927345748089;"Filsecker M., Hickey D.T.(2014). A multilevel analysis of the effects of external rewards on elementary students' motivation, engagement and learning in an educational game. Computers and Education";"motiv, engag, gamif, element, experi"
14,1457719226823;1,17029706859405;"Hamlen K.R.(2013). Trends in children's video game play: Practical but not creative thinking. Journal of Educational Computing Research";"problem, associ, person, predict, posit, emot"
2,57242117768491;-2,56770295860041;"Nolan J., McBride M.(2014). Beyond gamification: reconceptualizing game-based learning in early childhood environments. Information Communication and Society";"learn, educ, design, develop, environ"
-16,8211277140163;1,31850715985159;"Chung T.-L., Marcketti S., Fiore A.M.(2014). Use of social networking services for marketing art museums. Museum Management and Curatorship";"social, media, sns, network, facebook"
-16,7030162604504;-6,0147363001408;"Hao J.(2014). ""A real China"": On user-generated videos - Audiovisual narratives of confucianism. TripleC";"video, imag, content, visual, analys"
18,5490357026278;-4,3920128998451;"Nikken P., Jansz J.(2014). Developing scales to measure parental mediation of young children's internet use. Learning, Media and Technology";"internet, addict, adolesc, gender, femal"
7,87324843991445;0,180022406813625;"Doh Y.Y., Whang S.-M.L.(2014). From separation to integration: Identity development of Korean adult players in online game world. Games and Culture";"game, plai, mmo, examin, analys"
-18,7915832628102;0,271118692100739;"Turner J.S., Croucher S.M.(2014). An examination of the relationships among United States college students' media use habits, need for cognition, and grade point average. Learning, Media and Technology";"social, media, sns, network, facebook"
11,6790026983116;-2,57390007221009;"Thacker S., Griffiths M.D.(2012). An exploratory study of trolling in online video gaming. International Journal of Cyber Behavior, Psychology and Learning";"onlin, social, commun, ident, offlin"
3,6261432078596;10,5656014850626;"Lin J.(2014). The effects of gratifications on intention to read citizen journalism news: The mediating effect of attitude. Computers in Human Behavior";"model, influenc, blog, factor, perceiv"
-4,64167681863566;-2,76005086292829;"Beavis C.(2014). Games as text, games as action: Video games in the english classroom. Journal of Adolescent and Adult Literacy";"digit, media, narr, literaci, practic"
18,8174362447626;4,21125071540192;"Yates M., Hurry J.(2013). The moderating role of video game play in the relationship between stress and externalising behaviours in adolescent males. International Journal of Cyber Behavior, Psychology and Learning";"game, plai, violent, aggress, behavior"
22,8173642272594;7,0048129468271;"Greitemeyer T., M<fc>gge D.O.(2014). Video Games Do Affect Social Outcomes: A Meta-Analytic Review of the Effects of Violent and Prosocial Video Game Play. Personality and Social Psychology Bulletin";"game, plai, violent, aggress, behavior"
16,271204111053;7,89565235889527;"Przybylski A.K.(2014). Who believes electronic games cause real world aggression?. Cyberpsychology, Behavior, and Social Networking";"game, plai, violent, aggress, behavior"
14,3601004975038;3,38251332162403;"Lobel A., Granic I., Engels R.C.M.E.(2014). Stressful gaming, interoceptive awareness, and emotion regulation tendencies: A novel approach. Cyberpsychology, Behavior, and Social Networking";"problem, associ, person, predict, posit, emot"
-15,7087012078276;-6,37253408541325;"Sinanan J., Graham C., Zhong Jie K.(2014). Crafted assemblage: Young women's 'lifestyle' blogs, consumerism and citizenship in Singapore. Visual Studies";"video, imag, content, visual, analys"
-19,557530869696;2,19609465866992;"Lu H.-P., Yang Y.-W.(2014). Toward an understanding of the behavioral intention to use a social networking site: An extension of task-technology fit to social-technology fit. Computers in Human Behavior";"social, media, sns, network, facebook"
1,9527192550724;-1,47782545170703;"Mayer I., Bekebrede G., Harteveld C., Warmelink H., Zhou Q., Van Ruijven T., Lo J., Kortmann R., Wenzler I.(2014). The research and evaluation of serious games: Toward a comprehensive methodology. British Journal of Educational Technology";"design, method, review, system, valu"
18,3628987265363;-2,6324823085971;"van Deursen A.J.A.M., van Dijk J.A.G.M.(2014). The digital divide shifts to differences in usage. New Media and Society";"internet, addict, adolesc, gender, femal"
-17,2665948031997;-6,02714611646068;"Greuling K., Kilian T.(2014). Motives for Active Participation in Political Blogs: A Qualitative and Quantitative Analysis of Eight German Blogs. Social Science Computer Review";"video, imag, content, visual, analys"
3,16068121026693;10,3092786935157;"Sieche S., Krey B., Bastiaens T.J.(2013). Investigating students' usage and acceptance of electronic books. Journal of Educational Multimedia and Hypermedia";"model, influenc, blog, factor, perceiv"
2,55927813963917;-1,68171522460676;"Turkay S., Hoffman D., Kinzer C.K., Chantes P., Vicari C.(2014). Toward Understanding the Potential of Games for Learning: Learning Theory, Game Design Characteristics, and Situating Video Games in Classrooms. Computers in the Schools";"learn, educ, design, develop, environ"
8,56796199790426;0,181790694070232;"Slaccek Brlek A.S.(2014). Inside the mind of the machine: An exploratory study of street fighter iv players. Teorija in Praksa";"game, plai, mmo, examin, analys"
3,59232649786373;-9,74014794349703;"Perry J., Klopfer E.(2014). UbiqBio: Adoptions and Outcomes of Mobile Biology Games in the Ecology of School. Computers in the Schools";"game, plai, mmo, examin, analys"
4,31006693740572;2,32455572808155;"Wu M.L., Richards K., Saw G.K.(2014). Examining a Massive Multiplayer Online Role-Playing Game as a Digital Game-Based Learning Platform. Computers in the Schools";"game, plai, mmo, examin, analys"
5,31501998883019;-2,99665856403284;"Martin M.W., Shen Y.(2014). The Effects of Game Design on Learning Outcomes. Computers in the Schools";"perform, cognit, particip, experi, task"
-18,3591516794014;-4,41766720325328;"Wang L., Alasuutari P., Aro J.(2014). Aesthetic and family frames in the online sharing of children's birthday photos. Visual Communication";"video, imag, content, visual, analys"
-6,20074000318499;-7,43706409157113;"Halter C., Levin J.(2014). Digital video projects of, by, and for new teachers: The multiple educational functions of creating multimedia. Journal of Educational Multimedia and Hypermedia";"student, teach, school, educ, classroom"
-11,8916257332884;-8,01338877686996;"Buiani R.(2014). Performing the web: Negotiating affect and online aesthetics. Journal of Aesthetics and Culture";"onlin, social, commun, ident, offlin"
11,9962032793707;9,68530021820659;"Song H., Kim J., Lee K.M.(2014). Virtual vs. real body in exergames: Reducing social physique anxiety in exercise experiences. Computers in Human Behavior";"perform, cognit, particip, experi, task"
9,8235925893361;-2,68955200535618;"Kowert R., Domahidi E., Festl R., Quandt T.(2014). Social gaming, lonely life? The impact of digital game play on adolescents' social circles. Computers in Human Behavior";"onlin, social, commun, ident, offlin"
9,36567233097873;-2,35493641660061;"Kowert R., Domahidi E., Quandt T.(2014). The relationship between online video game involvement and gaming-related friendships among emotionally sensitive individuals. Cyberpsychology, Behavior, and Social Networking";"social, media, sns, network, facebook"
-1,92979533610554;0,726413680230838;"Chen C.-M., Lin Y.-J.(2016). Effects of different text display types on reading comprehension, sustained attention and cognitive load in mobile reading contexts. Interactive Learning Environments";"child, read, activ, text, electron"
-4,45086911319708;-0,640624037605254;"Botzakis S.(2014). Visual and digital texts. Journal of Adolescent and Adult Literacy";"child, read, activ, text, electron"
-1,91450478081028;-9,18342113759935;"Portowitz A., Peppler K.A., Downton M.(2014). In Harmony: A technology-based music education model to enhance musical understanding and general learning skills. International Journal of Music Education";"learn, educ, design, develop, environ"
-5,49554799029044;3,40621183092571;"Ferrari L., Addessi A.R.(2014). A new way to play music together: The Continuator in the classroom. International Journal of Music Education";"music, interact, user, system, experi"
12,4505707764818;1,50847728726343;"Fuster H., Chamarro A., Carbonell X., Vallerand R.J.(2014). Relationship between passion and motivation for gaming in players of massively multiplayer online role-playing games. Cyberpsychology, Behavior, and Social Networking";"game, plai, mmo, examin, analys"
11,2190453505339;-1,42171819673871;"Kaczmarek L.D., Dra?zkowski D.(2014). MMORPG escapism predicts decreased well-being: Examination of gaming time, game realism beliefs, and online social support for offline problems. Cyberpsychology, Behavior, and Social Networking";"onlin, social, commun, ident, offlin"
19,413328648931;3,34313162366257;"Vermeulen L., N<U+00A3><U+00A4>ez Castellar E., Van Looy J.(2014). Challenging the Other: Exploring the role of opponent gender in digital game competition for female players. Cyberpsychology, Behavior, and Social Networking";"internet, addict, adolesc, gender, femal"
15,2096117928338;0,278223065966849;"Hull D.C., Williams G.A., Griffiths M.D.(2013). Video game characteristics, happiness and flow as predictors of addiction among video game players: A pilot study. Journal of Behavioral Addictions";"problem, associ, person, predict, posit, emot"
-19,5556268053455;-4,21542135695992;"Cha M., P<e9>rez J.A.N., Haddadi H.(2012). The spread of media content through blogs. Social Network Analysis and Mining";"video, imag, content, visual, analys"
-2,01136571627568;-0,0532916545676095;"Wu J.-Y.(2014). Gender differences in online reading engagement, metacognitive strategies, navigation skills and reading literacy. Journal of Computer Assisted Learning";"child, read, activ, text, electron"
-19,3144504503859;-2,72732708686206;"Erdmann J.(2013). Bodies, gasmasks, and buttons: Visual photographic forms of protest in social media. Lexia";"social, media, sns, network, facebook"
-7,41624775547216;5,10339470343868;"Jensen K., Frimodt-M<U+009B>ller S.R., Grund C.M.(2014). Perspectives on gesture from Music Informatics, Performance and Aesthetics. International Journal of Arts and Technology";"music, interact, user, system, experi"
-2,31087238006091;0,505679058881786;"Chen C.-M., Chen F.-Y.(2014). Enhancing digital reading performance with a collaborative reading annotation system. Computers and Education";"child, read, activ, text, electron"
-18,1695023780062;-2,06429142652316;"Tiggemann M., Slater A.(2014). NetTweens: The Internet and Body Image Concerns in Preteenage Girls. Journal of Early Adolescence";"internet, addict, adolesc, gender, femal"
-11,6277282491588;-1,75762110293749;"Maniak K.(2014). Is there a difference? An analysis of museum's web presence. International Journal of the Inclusive Museum";"cultur, museum, commun, inform, histor"
-10,4545101314972;0,233589624874709;"Lupo E., <U+0099>zdil E.(2013). Towards a ""smart heritage"" As future diffused museums: Design and communication technologies to innovate the experience of the cultural patrimony in smart cities. International Journal of the Inclusive Museum";"cultur, museum, commun, inform, histor"
-8,92554907486881;-5,13330388527483;"Savva S.(2013). Museum-based multiliteracies and learning for 21st century skills: A preliminary study. International Journal of the Inclusive Museum";"cultur, museum, commun, inform, histor"
-9,74034861884793;2,52239171726703;"Eiserman J., Hushlak G.(2013). Keeping interactive art interactive. International Journal of the Inclusive Museum";"music, interact, user, system, experi"
13,3443588236458;-3,34252328751633;"Fox J., Tang W.Y.(2014). Sexism in online video games: The role of conformity to masculine norms and social dominance orientation. Computers in Human Behavior";"game, plai, mmo, examin, analys"
-21,7439508001243;3,02453350732308;"Hassouneh D., Brengman M.(2014). A motivation-based typology of social virtual world users. Computers in Human Behavior";"social, media, sns, network, facebook"
11,70363413859;3,17924595804303;"Cohen E.L.(2014). What makes good games go viral? the role of technology use, efficacy, emotion and enjoyment in players' decision to share a prosocial digital game. Computers in Human Behavior";"game, plai, mmo, examin, analys"
-2,0081130063793;1,86445761643616;"De Vet E., Simons M., Wesselman M.(2014). Dutch children and parents' views on active and non-Active video gaming. Health Promotion International";"child, read, activ, text, electron"
-9,83864630030045;0,211180059657712;"Rudloff M.(2013). Scaffolding the next wave of digital visitor interaction in museums. International Journal of the Inclusive Museum";"cultur, museum, commun, inform, histor"
3,46931924711708;-5,47864507728184;"Hsu C.-Y., Liang J.-C., Chai C.-S., Tsai C.-C.(2014). Exploring preschool teachers' technological pedagogical content knowledge of educational games. Journal of Educational Computing Research";"learn, educ, design, develop, environ"
12,601368535378;-0,662002298817176;"Yang S., Huang C.(2014). Using structural equation modeling to validate online game players' motivations relative to self-concept and life adaptation. Journal of Educational Computing Research";"motiv, engag, gamif, element, experi"
0,79801133271644;9,24615466745941;"Wei P.-S., Lu H.-P.(2014). Why do people play mobile social games? An examination of network externalities and of uses and gratifications. Internet Research";"model, influenc, blog, factor, perceiv"
2,98243139929238;-0,100010546777608;"Poplin A.(2014). Digital serious game for urban planning: ""B3-Design your Marketplace!"". Environment and Planning B: Planning and Design";"digit, media, narr, literaci, practic"
-0,647626097780357;6,40858985372068;"Shen C.(2014). Network patterns and social architecture in Massively Multiplayer Online Games: Mapping the social world of EverQuest II. New Media and Society";"game, plai, mmo, examin, analys"
-6,40527684138241;-2,45940960326831;"Keightley E., Pickering M.(2014). Technologies of memory: Practices of remembering in analogue and digital photography. New Media and Society";"digit, media, narr, literaci, practic"
-9,18314400470263;2,38438144451681;"G<U+0082>rtrudix Barrio F., G<U+0082>rtrudix Barrio M.(2014). Tools and resources for music creation and consumption on web 2.0. Aplications and educational posibilities [Heramientas y recursos para la creaci<U+00A2>n y consumo musical en la web 2.0. Aplicaciones y potencialidades educativas]. Educacion XX1";"music, interact, user, system, experi"
-3,43747813122337;-6,99049212386651;"Hattem D.(2014). Microblogging activities: Language play and tool transformation. Language Learning and Technology";"social, media, sns, network, facebook"
-8,79243962110704;-5,21135575950034;"Hou H.-T., Wu S.-Y., Lin P.-C., Sung Y.-T., Lin J.-W., Chang K.-E.(2014). A blended mobile learning environment for museum learning. Educational Technology and Society";"learn, educ, design, develop, environ"
1,31330580061131;-6,0041071595844;"Chen C.-P., Shih J.-L., Ma Y.-C.(2014). Using instructional pervasive game for school children's cultural learning. Educational Technology and Society";"learn, educ, design, develop, environ"
-5,68459851997968;3,22030462061221;"Charissi V., Rinta T.(2014). Children's musical and social behaviours in the context of music-making activities supported by digital tools: Examples from a pilot study in the United Kingdom. Journal of Music, Technology and Education";"music, interact, user, system, experi"
-21,1026165855417;4,93197786608982;"Eftekhar A., Fullwood C., Morris N.(2014). Capturing personality from Facebook photos and photo-related activities: How much exposure do you need?. Computers in Human Behavior";"problem, associ, person, predict, posit, emot"
-10,1213701631093;-4,87582059351719;"Lee E.-K.O.(2014). Use of Avatars and a Virtual Community to Increase Cultural Competence. Journal of Technology in Human Services";"virtual, avatar, world, experi, environ"
-13,1300976200459;-3,40629576154618;"Foreman-Wernet L., Dervin B., Funk C.(2014). Standing in two worlds looking at an art exhibition: Sense-making in the millennial generation. Journal of Arts Management Law and Society";"cultur, museum, commun, inform, histor"
-6,92218159849914;-2,21481038191209;"Bushey J.(2014). Convergence, connectivity, ephemeral and performed: new characteristics of digital photographs. Archives and Manuscripts";"digit, media, narr, literaci, practic"
-3,17206196473042;-10,8446964419461;"Fitzpatrick K.R.(2014). Blogging through the music student teaching experience: Developing virtual communities of practice. Research Studies in Music Education";"student, teach, school, educ, classroom"
18,2632643068166;4,67040652935097;"Sylvia Z., King T.K., Morse B.J.(2014). Virtual ideals: The effect of video game play on male body image. Computers in Human Behavior";"game, plai, violent, aggress, behavior"
-18,561768626445;-5,60628499010524;"Liu B., Yuan Q., Cong G., Xu D.(2014). Where your photo is taken: Geolocation prediction for social images. Journal of the Association for Information Science and Technology";"video, imag, content, visual, analys"
-10,7169034260928;-2,11323582977229;"Mortara M., Catalano C.E., Bellotti F., Fiucci G., Houry-Panchetti M., Petridis P.(2014). Learning cultural heritage by serious games. Journal of Cultural Heritage";"cultur, museum, commun, inform, histor"
-9,1364550972967;-3,97783105363221;"Santos M.C., Leahy M.H.(2014). Postpedagogy and web writing. Computers and Composition";"virtual, avatar, world, experi, environ"
